Name,Color,Current price,Price with citilink card,Product code,Url
Ноутбук Acer Aspire 3 A314-22-R7SR,черный,29 990,29 890,NX.HVVER.001,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a314-22-r7sr-ryzen-3-3250u-4gb-ssd128gb-14-fhd-w-1372374/
Ноутбук MSI Pulse GL76 11UDK-237XRU,серый,96 490,96 390,9S7-17L222-237,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-17-1525982/
Ультрабук Acer Swift 3 SF316-51-50PB,серый,59 990,59 890,NX.ABDER.007,https://www.citilink.ru/product/ultrabuk-acer-swift-3-sf316-51-50pb-i5-11300h-8gb-ssd256gb-16-1-ips-no-1638198/
Ноутбук ASUS Vivobook Go 14 E410MA-BV1516,черный,24 990,24 890,90NB0Q15-M40350,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-bv1516-pen-n5030-4gb-ssd256gb-14-tn-hd-no-1583400/
Ноутбук Acer Aspire 5 A515-45-R4FZ,черный,50 990,50 890,NX.A85ER.00J,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r4fz-ryzen-5-5500u-8gb-ssd128gb-15-6-ips-1521509/
Ноутбук ASUS A416JA-EB1183T,серый,33 990,33 890,90NB0ST2-M18290,https://www.citilink.ru/product/noutbuk-asus-a416ja-eb718t-i3-1005g1-4gb-ssd128gb-14-ips-fhd-w10-grey-1522882/
Ноутбук MSI GF63 Thin 11UC-622RU,черный,89 990,89 890,9S7-16R612-622,https://www.citilink.ru/product/noutbuk-msi-gf63-thin-11uc-i5-11400h-16gb-ssd512gb-rtx-3050-4gb-15-6-i-1649504/
Ноутбук Apple MacBook Air,золотой,198 990,198 890,Z12B00048,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-16gb-512gb-ssd-mac-os-z12b-1451564/
Ноутбук Acer Aspire 3 A315-56-3252,черный,34 990,34 890,NX.HS5ER.02A,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-3252-i3-1005g1-4gb-ssd128gb-15-6-tn-fhd-1685548/
Ноутбук ASUS Vivobook Go 15 E510MA-BQ579T,черный,26 990,26 890,90NB0Q65-M11810,https://www.citilink.ru/product/noutbuk-asus-e510ma-bq196t-pen-n5030-4gb-ssd128gb-605-15-6-ips-fhd-w10-1522555/
Ноутбук Lenovo IdeaPad 3 17ITL6,серый,27 990,27 890,82H9003SRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17itl6-cel-6305-4gb-ssd256gb-17-3-tn-hd-w10-g-1492780/
Ноутбук Acer Aspire 3 A317-33-C0P0,серебристый,30 990,30 890,NX.A6TER.018,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-33-c0p0-cel-n4500-4gb-ssd128gb-17-3-ips-fhd-1625008/
Ноутбук Huawei MateBook 14S,серый,109 999,107 190,53012MAU,https://www.citilink.ru/product/noutbuk-huawei-matebook-14s-i7-11370h-16gb-ssd1tb-14-2-ltps-touch-2-5k-1686282/
Ноутбук IRBIS NB NB69,серебристый,11 990,11 890,NB69,https://www.citilink.ru/product/noutbuk-irbis-nb-nb69-atom-z3735f-2gb-ssd32gb-13-3-ips-touch-fhd-w10-w-1499216/
Ноутбук Lenovo IdeaPad 3 14ITL6,синий,45 990,45 890,82H7015YRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14itl6-i3-1115g4-8gb-ssd512gb-14-ips-fhd-w11-1636469/
Ноутбук ASUS Vivobook Go 15 E510KA-BQ111T,синий,23 990,23 890,90NB0UJ4-M01660,https://www.citilink.ru/product/noutbuk-asus-e510ka-bq111t-cel-n4500-4gb-ssd128gb-15-6-ips-fhd-w10-blu-1561875/
Ноутбук ASUS Zenbook Pro 15 OLED UX535LI-H2346T,серый,109 990,109 890,90NB0RW1-M10610,https://www.citilink.ru/product/noutbuk-asus-ux535li-h2346t-i5-10300h-16gb-ssd512gb-gtx-1650-ti-4gb-15-1583796/
Ноутбук Acer Aspire 3 A315-23-R2U8,черный,29 990,29 890,NX.HVTER.00C,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2u8-ryzen-3-3250u-4gb-ssd128gb-15-6-fhd-1372483/
Ноутбук Digma EVE 10 A201,черный,10 990,10 890,ES1053EW,https://www.citilink.ru/product/noutbuk-digma-eve-10ka-windows-10-1-ips-intel-atom-x5-z8350-2gb-64gb-s-1442097/
Ноутбук Lenovo V14-ADA,серый,31 990,31 890,82C600LURU,https://www.citilink.ru/product/noutbuk-lenovo-v14-ada-ryzen-3-3250u-8gb-ssd256gb-14-tn-hd-dos-grey-1611151/
Ноутбук Acer Aspire 3 A315-23-R6QY,серебристый,35 990,35 890,NX.HVUER.004,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r6qy-ryzen-3-3250u-8gb-1tb-15-6-fhd-noos-1404143/
Ноутбук Acer Aspire 1 A114-33-P9R1,серебристый,23 990,23 890,NX.A7VER.00U,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-33-p9r1-pen-n6000-4gb-ssd128gb-14-ips-fhd-w-1624970/
Ноутбук Lenovo IdeaPad 1 14IGL05,серый,23 990,23 890,81VU007XRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-1-14igl05-cel-n4020-4gb-ssd128gb-14-ips-fhd-w10-1601156/
Ноутбук ASUS Vivobook Go 15 E510MA-BQ860W,синий,25 990,25 890,90NB0Q64-M000U0,https://www.citilink.ru/product/noutbuk-asus-vivobook-e510ma-bq860w-pen-n5030-4gb-ssd128gb-15-6-ips-fh-1583412/
Ноутбук Acer Aspire 3 A315-56-513B,черный,45 990,45 890,NX.HS5ER.025,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-513b-i5-1035g1-8gb-ssd128gb-15-6-tn-fhd-1678702/
Ноутбук ASUS A516EA-EJ1572W,серебристый,30 990,30 890,90NB0TY2-M31120,https://www.citilink.ru/product/noutbuk-asus-a516ea-ej1572w-pg-7505-4gb-ssd128gb-15-6-tn-fhd-w11-1583752/
Ноутбук ASUS Vivobook Pro 16X OLED N7600PC-L2014W,серебристый,127 990,127 890,90NB0UI3-M02970,https://www.citilink.ru/product/noutbuk-asus-n7600pc-0007-i5-11300h-16gb-ssd512gb-rtx-3050-4gb-16-oled-1523024/
Ноутбук ASUS Vivobook Go 14 E410MA-EK1327W,черный,21 990,21 890,90NB0Q15-M40380,https://www.citilink.ru/product/noutbuk-asus-vivobook-e410ma-ek1327w-cel-n4020-4gb-ssd128gb-14-tn-fhd-1583392/
Ноутбук ASUS Vivobook Go 15 E510KA-BQ112T,белый,25 990,25 890,90NB0UJ3-M01670,https://www.citilink.ru/product/noutbuk-asus-e510ka-bq112t-pen-n6000-4gb-ssd128gb-15-6-ips-fhd-w10-whi-1561873/
Ноутбук HP 14s-dq3002ur,черный,23 990,23 890,3E7Y2EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq3002ur-cel-n4500-4gb-ssd128gb-14-sva-hd-w10-black-1473921/
Ноутбук IRBIS NB NB703,белый,21 990,21 890,NB703,https://www.citilink.ru/product/noutbuk-irbis-nb-nb703-pen-j3710-4gb-emmc128gb-600-17-3-tn-hd-w10pro-b-1655880/
Ноутбук MSI Pulse GL76 11UCK-239XRU,серый,98 990,98 890,9S7-17L222-239,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-i7-11800h-8gb-ssd512gb-rtx-3050-4gb-17-3-1525988/
Ноутбук Apple MacBook Pro,серый космос,435 990,435 890,MK183RU/A,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-m1-16gb-ssd512gb-16-core-gpu-16-2-retina-xdr-1621979/
Ноутбук Apple MacBook Pro,серебристый,169 990,169 890,MYDC2RU/A,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-8gb-512gb-ssd-mac-os-mydc2-1441997/
Ноутбук ASUS A416JA-EB1185W,серый,49 990,49 890,90NB0ST2-M21950,https://www.citilink.ru/product/noutbuk-asus-a416ja-eb1185w-i5-1035g1-8gb-ssd256gb-14-ips-fhd-w11-1583736/
Ноутбук HP 14s-dq3000ur,черный,31 990,31 890,3E7K1EA,https://www.citilink.ru/product/noutbuk-hp-14s-dq3000ur-cel-n4500-8gb-ssd256gb-14-hd-w10-black-1473924/
Ноутбук Acer Aspire 3 A317-33-C655,серебристый,29 990,29 890,NX.A6TER.00Z,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-33-c655-cel-n4500-4gb-ssd256gb-17-3-ips-fhd-1625009/
Ноутбук MSI Alpha 15 B5EEK-053RU,черный,132 990,132 890,9S7-158L12-053,https://www.citilink.ru/product/noutbuk-msi-alpha-15-b5eek-053ru-ryzen-7-5800h-16gb-ssd512gb-6600m-8gb-1612451/
Ноутбук Lenovo IdeaPad L340-15API,черный,32 990,32 890,81LW0085RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-4gb-256g-1170570/
Ноутбук Acer Aspire 1 A115-32-P66V,серебристый,26 990,26 890,NX.A6MER.00M,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a115-32-p66v-pen-n6000-4gb-emmc128gb-15-6-ips-fh-1521993/
Ноутбук Lenovo IdeaPad 3 15ADA05,серый,24 990,24 890,81W1004PRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-ip3-15ada05-athlon-3020e-4gb-ssd128gb-15-6-tn-f-1408522/
Ноутбук IRBIS NB NB610,черный,37 990,37 890,NB610,https://www.citilink.ru/product/noutbuk-irbis-nb-nb610-i3-1005g1-8gb-1tb-ssd128gb-15-6-ips-fhd-w10h-bl-1539279/
Ноутбук IRBIS NB249,серебристый,20 900,20 790,NB249,https://www.citilink.ru/product/noutbuk-irbis-nb-nb249-pen-j3710-4gb-ssd128gb-15-6-ips-w10-silver-1546778/
Ноутбук Lenovo IdeaPad 3 15ARE05,синий,49 990,49 890,81W400D6RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15are05-ryzen-3-4300u-8gb-ssd512gb-15-6-ips-f-1697259/
Ноутбук Lenovo IdeaPad 3 15ITL05,синий,59 990,59 890,81X800BSRU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl05-i5-1135g7-8gb-ssd512gb-15-6-ips-fhd-w-1492062/
Ноутбук HP 15s-eq1129ur,серый,27 990,27 890,22V36EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1129ur-3020e-4gb-ssd256gb-15-6-ips-fhd-dos-grey-1627554/
Ноутбук MSI Pulse GL76 11UCK-247RU,серый,113 990,113 890,9S7-17L222-247,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-17-3-1525968/
Ноутбук Lenovo IdeaPad L340-15API,черный,30 990,30 890,81LW002ERK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-l340-15api-15-6-amd-athlon-300u-2-4ggc-4gb-500g-1170571/
Ноутбук Acer Aspire 5 A515-45-R9CK,серебристый,54 990,54 890,NX.A84ER.00H,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r9ck-i7-5500u-8gb-ssd128gb-15-6-ips-fhd-1521436/
Ноутбук Acer Aspire 3 A315-23-R2ZG,черный,33 990,33 890,NX.HVTER.01B,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-23-r2zg-ryzen-3-3250u-8gb-500gb-15-6-fhd-no-1404140/
Ноутбук ARK Jumper EZbook S5,серебристый,14 990,14 890,серебристый,https://www.citilink.ru/product/noutbuk-ark-ezbook-s5-cel-n3350-6gb-emmc64gb-14-fhd-w10-silver-1489537/
Ультрабук Honor MagicBook 14 2021,серый,89 990,89 890,53011TCP,https://www.citilink.ru/product/ultrabuk-honor-magicbook-14-2021-i7-1165g7-16gb-ssd512gb-14-ips-fhd-w1-1499415/
Ноутбук Apple MacBook Air,серый космос,169 990,169 890,Z1240004J,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-512gb-ssd-mac-os-z1240-1451527/
Ноутбук Acer Aspire 3 A314-22-R317,черный,36 990,36 890,NX.HVVER.007,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a314-22-r317-14-amd-ryzen-3-3250u-8gb-1000gb-amd-1438025/
Ноутбук Lenovo IdeaPad 3 14IIL05,синий,35 990,35 890,81WD0102RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-14iil05-i3-1005g1-4gb-ssd128gb-14-ips-fhd-w10-1480079/
Ноутбук Digma EVE 11 C422,черный,14 990,13 990,ES1068EW,https://www.citilink.ru/product/noutbuk-digma-eve-cel-j4005-4gb-ssd64gb-500-11-6-ips-hd-w10hsl64-black-1497616/
Ноутбук MSI Alpha 15 B5EEK-054RU,черный,103 490,103 390,9S7-158L12-054,https://www.citilink.ru/product/noutbuk-msi-alpha-15-b5eek-054ru-ryzen-5-5600h-8gb-ssd512gb-6600m-8gb-1612452/
Ноутбук Apple MacBook Pro,серый космос,255 990,255 890,Z11B0004T,https://www.citilink.ru/product/noutbuk-apple-macbook-pro-13-3-ips-apple-m1-16gb-256gb-ssd-mac-os-z11b-1451570/
Ноутбук HP 255 G8,темно-серебристый,23 990,23 890,2W1D4EA,https://www.citilink.ru/product/noutbuk-hp-255-g8-3020e-4gb-ssd256gb-15-6-hd-dos3-0-1590054/
Ноутбук Xiaomi Pro RedmiBook,серый,79 990,79 890,XMA2007-DJ,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-11320h-16gb-ssd512gb-15-6-ips-3k-w10tr-1768723/
Ноутбук Acer Aspire 3 A315-56-37KC,черный,36 990,36 890,NX.HS5ER.018,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-37kc-i3-1005g1-4gb-ssd512gb-15-6-fhd-esh-1521827/
Ноутбук Acer Aspire 3 A315-56-523A,черный,47 990,47 890,NX.HS5ER.006,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-523a-15-6-intel-core-i5-1035g1-1-0ggc-8g-1194683/
Ноутбук ASUS VivoBook K413JA-EB579T,серебристый,59 990,59 890,90NB0RCB-M08390,https://www.citilink.ru/product/noutbuk-asus-k413ja-eb579t-i7-1065g7-8gb-ssd512gb-14-ips-fhd-w10-1497804/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,28 990,28 890,81W20091RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-4gb-ssd128gb-17-3-tn-hd-1487559/
Ноутбук ASUS TUF Gaming F15 FX506LH-HN197,серый,79 990,79 890,90NR03U1-M05380,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx506lh-hn197-15-6-intel-core-i5-10300h-2-5ggc-1473748/
Ноутбук Prestigio SmartBook 133C4,темно-серый,21 990,21 890,PSB133C04CGP_DG_CIS,https://www.citilink.ru/product/noutbuk-prestigio-smartbook-133c4-14-1-amd-a4-9120e-4gb-64gb-ssd-amd-r-1485938/
Ноутбук Prestigio SmartBook 133C4,серебристый,20 990,20 940,HG1PSB133C04CGPMGCIS,https://www.citilink.ru/product/noutbuk-prestigio-smartbook-133c4-a4-9120e-4gb-emmc64gb-r3-14-1-tn-hd-1497175/
Ноутбук DELL G15 5510,темно-серый,79 990,79 890,G515-0533,https://www.citilink.ru/product/noutbuk-dell-g15-5510-i5-10200h-8gb-ssd512gb-rtx-3050-4gb-15-6-fhd-lin-1549550/
Ноутбук REALME book,серебристый,59 990,59 890,6900108,https://www.citilink.ru/product/noutbuk-realme-realme-book-i5-1135g7-8gb-ssd512gb-14-ips-fhd-w10-silve-1626467/
Ноутбук Huawei MateBook D 15,серебристый,49 990,49 890,53012KQY,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-15-i3-10110u-8gb-ssd256gb-15-6-ips-fhd-w10-s-1643758/
Ноутбук DELL Vostro 3400,черный,48 190,48 090,3400-7527,https://www.citilink.ru/product/noutbuk-dell-vostro-3400-14-intel-core-i5-1135g7-8gb-1000gb-intel-iris-1452052/
Ноутбук Lenovo IdeaPad 3 15ARE05,синий,49 990,49 890,81W40070RK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-ip3-15are05-15-6-ips-amd-ryzen-5-4500u-8gb-256g-1436332/
Ноутбук Acer Aspire 5 A515-45-R72B,серебристый,54 990,54 890,NX.A84ER.00F,https://www.citilink.ru/product/noutbuk-acer-aspire-5-a515-45-r72b-ryzen-5-5500u-8gb-ssd512gb-15-6-ips-1521433/
Ноутбук Apple MacBook Air,серый космос,119 990,119 890,MGN63RU/A,https://www.citilink.ru/product/noutbuk-apple-macbook-air-13-3-ips-apple-m1-8gb-256gb-ssd-mac-os-mgn63-1441984/
Ноутбук Lenovo IP Gaming 3 15IMH05,синий,75 990,75 890,81Y40099RK,https://www.citilink.ru/product/noutbuk-lenovo-ip-gaming-3-15imh05-i5-10300h-8gb-ssd512gb-gtx-1650-ti-1373907/
Ноутбук ASUS L210MA-GJ010T,синий,17 990,17 890,90NB0R41-M06140,https://www.citilink.ru/product/noutbuk-asus-l210ma-gj010t-cel-n4020-4gb-ssd64gb-11-6-hd-w10-1497695/
Ноутбук MSI Pulse GL66 11UEK-207XRU,серый,126 990,126 890,9S7-158124-207,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uek-i7-11800h-8gb-ssd512gb-rtx-3060-6gb-15-6-1522998/
Ноутбук MSI Alpha 15 B5EEK-055XRU,черный,94 490,94 390,9S7-158L12-055,https://www.citilink.ru/product/noutbuk-msi-alpha-15-b5eek-055xru-ryzen-5-5600h-8gb-ssd512gb-6600m-8gb-1612453/
Ноутбук HP 15s-eq1136ur,серый,29 990,29 890,22P99EA,https://www.citilink.ru/product/noutbuk-hp-15s-eq1136ur-ath-sil-3050u-4gb-ssd256gb-15-6-ips-fhd-dos3-0-1590599/
Ноутбук MSI Pulse GL66 11UEK-211XRU,серый,119 990,119 890,9S7-158124-211,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uek-i5-11400h-8gb-ssd512gb-rtx-3060-6gb-15-6-1522767/
Ноутбук ASUS ROG Zephyrus G14 GA401QM-K2200T,серый,175 990,175 890,90NR05S6-M04550,https://www.citilink.ru/product/noutbuk-asus-rog-zephyrus-ga401qm-k2200t-ryzen-7-5800hs-16gb-ssd1tb-rt-1609048/
Ноутбук Lenovo IdeaPad 3 15ITL05,серый,54 990,54 890,81X800BPRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-15itl05-i5-1135g7-8gb-ssd256gb-15-6-ips-fhd-n-1492054/
Ноутбук Acer Aspire 3 A315-56-56CG,черный,43 990,43 890,NX.HS5ER.007,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-56cg-15-6-intel-core-i5-1035g1-1ggc-8gb-1194681/
Ультрабук Honor MagicBook View 14,серый,119 990,119 890,5301AAGH,https://www.citilink.ru/product/ultrabuk-honor-magicbook-view-14-i7-11390h-16gb-ssd512gb-14-2-ips-fhd-1634826/
Ноутбук IRBIS NB NB615,черный,38 990,38 940,NB615,https://www.citilink.ru/product/noutbuk-irbis-nb-nb615-i3-1005g1-16gb-1tb-ssd128gb-15-6-ips-fhd-w10-bl-1561503/
Ноутбук MSI Pulse GL66 11UDK-419XRU,серый,102 490,102 390,9S7-158224-419,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11udk-i7-11800h-8gb-ssd512gb-rtx-3050-ti-4gb-15-1523003/
Ноутбук-трансформер IRBIS NB NB119 YOGA,черный,15 990,15 890,NB119,https://www.citilink.ru/product/noutbuk-irbis-nb-nb119-cel-n3350-4gb-emmc64gb-11-6-ips-touch-hd-w10h-b-1512569/
Ноутбук Acer Aspire 3 A317-52-332C,черный,36 990,36 890,NX.HZWER.00Q,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a317-52-332c-i3-1005g1-4gb-ssd256gb-17-3-hd-noos-1404101/
Ноутбук MSI Katana GF76 11UC-678XRU,серый,99 990,99 890,9S7-17L212-678,https://www.citilink.ru/product/noutbuk-msi-katana-gf76-11uc-678xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1800389/
Ноутбук Huawei MateBook D 15,серый,45 990,45 890,53012TLX,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w11-grey-1774323/
Ноутбук MSI Pulse GL76 12UEK-088XRU,серый,139 990,139 890,9S7-17L314-088,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-12uek-088xru-i5-12500h-16gb-ssd512gb-rtx-3060-6-1675512/
Ноутбук IRBIS NB NB244,серебристый,16 590,16 490,NB244,https://www.citilink.ru/product/noutbuk-irbis-nb-nb244-cel-n3350-4gb-ssd64gb-14-ips-fhd-w10h-silver-45-1501755/
Ноутбук Digma EVE 10 A200,черный,8990,8890,ES1052EW,https://www.citilink.ru/product/noutbuk-digma-eve-10ka-dlya-mvideo-windows-10-1-ips-intel-atom-x5-z835-1442095/
Ноутбук ASUS ROG Strix G15 G513RM-HQ169,серый,145 820,145 630,90NR0845-M008J0,https://www.citilink.ru/product/noutbuk-asus-rog-strix-g513rm-hq169-ryzen-7-6800h-16gb-ssd512gb-rtx-30-1791338/
Ноутбук Huawei MateBook D 14,серый,45 990,45 890,53012WTR,https://www.citilink.ru/product/noutbuk-huawei-matebook-d-i3-1115g4-8gb-ssd512gb-14-ips-fhd-w11h-grey-1775152/
Ноутбук ASUS Vivobook Go 14 E410KA-EB162T,черный,27 990,27 890,90NB0UA5-M02390,https://www.citilink.ru/product/noutbuk-asus-e410ka-eb162t-pen-n6000-4gb-ssd128gb-14-fhd-w10-black-1561880/
Ноутбук Acer Aspire 3 A315-56-501Q,черный,39 990,39 890,NX.HS5ER.00E,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-501q-15-6-intel-core-i5-1035g1-1ggc-4gb-1194675/
Ноутбук INFINIX Inbook X2,серый,29 990,29 890,T097802,https://www.citilink.ru/product/noutbuk-infinix-inbook-x2-i3-1005g1-4gb-ssd256gb-14-ips-fhd-nooseng-gr-1744374/
Ноутбук ASUS Vivobook Pro 16X OLED M7600QC-L2003,черный,129 990,129 890,90NB0V81-M01010,https://www.citilink.ru/product/noutbuk-asus-m7600qc-l2003-ryzen-7-5800h-16gb-ssd1tb-rtx-3050-4gb-16-o-1523036/
Ноутбук MSI Pulse GL66 11UCK-424XRU,серый,89 990,89 890,9S7-158224-424,https://www.citilink.ru/product/noutbuk-msi-pulse-gl66-11uck-i5-11400h-8gb-ssd512gb-rtx-3050-4gb-15-6-1522770/
Ноутбук Lenovo IdeaPad 3 17ADA05,серый,47 990,47 890,81W2008XRK,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-3-17ada05-ath-gl-3150u-4gb-ssd256gb-17-3-tn-hd-1487557/
Ноутбук HP ProBook 455 G8,серебристый,89 990,89 890,32N90EA,https://www.citilink.ru/product/noutbuk-hp-probook-455-g8-15-6-amd-ryzen-7-5800u-16gb-512gb-ssd-window-1477093/
Ноутбук Acer Aspire 3 A315-56-32MF,черный,42 990,42 890,NX.HS5ER.00P,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-32mf-15-6-intel-core-i3-1005g1-1-2ggc-4g-1194666/
Ноутбук Xiaomi Pro RedmiBook,серебристый,89 990,89 890,RMA2202-AI,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-12450h-16gb-ssd512gb-15-6-ips-3k-w10tr-1808579/
Ноутбук Xiaomi Pro RedmiBook,серебристый,94 990,94 890,RMA2201-BB,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i7-12650h-16gb-ssd512gb-mx550-2gb-14-ips-1808577/
Ноутбук MSI Pulse GL76 11UCK-491XRU,серый,87 990,87 890,9S7-17L222-491,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11uck-491xru-i5-11400h-8gb-ssd256gb-rtx-3050-4g-1788269/
Ноутбук Xiaomi Pro RedmiBook,серый,99 990,99 890,XMA2009-DB,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-ryzen-7-5800h-16gb-ssd512gb-15-6-oled-3k-1768755/
Ноутбук Xiaomi Pro RedmiBook,серый,89 990,89 890,XMA2007-AJ,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-i5-11320h-16gb-ssd512gb-mx450-2gb-15-6-ip-1768740/
Ноутбук HP 17-cp0136ur,серебристый,74 990,74 890,601K0EA,https://www.citilink.ru/product/noutbuk-hp-17-cp0136ur-ryzen-5-5500u-16gb-ssd512gb-17-3-ips-fhd-noos-s-1744943/
Ноутбук ASUS TUF Gaming Dash FX516PC-HN107,серый,94 990,94 690,90NR05U1-M005D0,https://www.citilink.ru/product/noutbuk-asus-tuf-dash-fx516pc-hn107-i5-11300h-16gb-ssd512gb-rtx-3050-4-1742392/
Ноутбук HP Omen 17-ck0045ur,черный,409 990,409 890,4E1C7EA,https://www.citilink.ru/product/noutbuk-hp-omen-17-ck0045ur-i7-11800h-16gb-ssd1tb-rtx3080-16gb-17-3-ip-1717652/
Ноутбук iRU Калибр 15Y,черный,49 990,49 890,1657837,https://www.citilink.ru/product/noutbuk-iru-kalibr-15y-i7-8550u-16gb-ssd500gb-620-15-6-fhd-dos-black-1657837/
Ноутбук ASUS Vivobook 15 X515EA-BQ1189W,серый,49 990,49 890,90NB0TY1-M25390,https://www.citilink.ru/product/noutbuk-asus-x515ea-bq1189w-i3-1115g4-8gb-ssd256gb-15-6-ips-fhd-w11-1583070/
Ноутбук MSI Pulse GL76 11UDK-235RU,серый,105 490,105 390,9S7-17L222-235,https://www.citilink.ru/product/noutbuk-msi-pulse-gl76-11udk-i5-11400h-8gb-ssd512gb-rtx-3050-ti-4gb-17-1525980/
Ноутбук Lenovo IdeaPad 5 14ALC05,темно-серый,54 890,54 790,82LM0035RU,https://www.citilink.ru/product/noutbuk-lenovo-ideapad-5-14alc05-14-ips-intel-core-i5-5300u-8gb-256gb-1458440/
Ноутбук Acer Predator Triton 300 PT314-51s-51NZ,серебристый,109 990,109 890,NH.QBJER.004,https://www.citilink.ru/product/noutbuk-acer-predator-triton-300-pt314-51s-51nz-14-ips-intel-core-i5-1-1455079/
Ноутбук Acer Aspire 1 A114-21-R6NP,черный,24 990,24 890,NX.A7QER.005,https://www.citilink.ru/product/noutbuk-acer-aspire-1-a114-21-r6np-14-amd-athlon-silver-3050u-8gb-128g-1439607/
Ноутбук Acer Aspire 3 A315-56-31TB,черный,34 990,34 890,NX.HS5ER.00N,https://www.citilink.ru/product/noutbuk-acer-aspire-3-a315-56-31tb-15-6-intel-core-i3-1005g1-1-2ggc-4g-1194664/
Ноутбук ASUS TUF Gaming F17 FX706HE-HX043,черный,134 990,134 890,90NR0714-M00980,https://www.citilink.ru/product/noutbuk-asus-tuf-gaming-fx706he-hx043-i5-11400h-16gb-ssd512gb-rtx-3050-1791539/
Ноутбук Xiaomi Pro RedmiBook,серый,69 990,69 890,XMA2006-BJ,https://www.citilink.ru/product/noutbuk-xiaomi-pro-redmibook-ryzen-5-5500u-16gb-ssd512gb-14-ips-2-5k-w-1784834/
Ноутбук CHUWI Corebook Xpro,серый,51 990,51 890,серый,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-16gb-ssd1tb-15-6-ips-fhd-w11h-1775355/
Ноутбук CHUWI Corebook Xpro,серый,44 990,44 890,серый,https://www.citilink.ru/product/noutbuk-chuwi-corebook-xpro-i5-10210u-8gb-ssd512gb-15-6-ips-fhd-w11h-1775353/
